Business Line (group),Business Line,Date Prefix,Adjustments Outcome,No-Adjustments Value,Date,Date (group),Description1,Revenue and Expense Type,Year,Value
New York City Transit,Staten Island Railway,,0.349,0.349,1/1/2011, ,Insurance,Non-labor Expense,2011,0.349
New York City Transit,Staten Island Railway,,0.792,0.792,1/1/2011, ,Maintenance and Other Operating Contracts,Non-labor Expense,2011,0.792
New York City Transit,Staten Island Railway,,0.864,0.864,1/1/2011, ,Materials and Supplies,Non-labor Expense,2011,0.864
New York City Transit,Staten Island Railway,,0.536,0.536,1/1/2011, ,OPEB Current Payment,Labor Expense,2011,0.536
New York City Transit,Staten Island Railway,,0,0,1/1/2011, ,Other Business Expenses,Non-labor Expense,2011,0
New York City Transit,Staten Island Railway,,1.438,1.438,1/1/2011, ,Other Fringe Benefits,Labor Expense,2011,1.438
New York City Transit,Staten Island Railway,,1.074,1.074,1/1/2011, ,Overtime,Labor Expense,2011,1.074
New York City Transit,Staten Island Railway,,0,0,1/1/2011, ,Paratransit Service Contracts,Non-labor Expense,2011,0
New York City Transit,Staten Island Railway,,15.876,15.876,1/1/2011, ,Payroll,Labor Expense,2011,15.876
New York City Transit,Staten Island Railway,,3.957,3.957,1/1/2011, ,Pensions,Labor Expense,2011,3.957
New York City Transit,Staten Island Railway,,0.408,0.408,1/1/2011, ,Professional Service Contracts,Non-labor Expense,2011,0.408
New York City Transit,Staten Island Railway,,0,0,1/1/2011, ,Reimbursable Overhead,Labor Expense,2011,0
New York City Transit,Staten Island Railway,,0,0,1/1/2011, ,Total SIRTOA Debt Service,Debt Service,2011,0
New York City Transit,Staten Island Railway,,0.148,0.148,1/1/2012, ,Claims,Non-labor Expense,2012,0.148
New York City Transit,Staten Island Railway,,3.101,3.101,1/1/2012, ,Electric Power,Non-labor Expense,2012,3.101
New York City Transit,Staten Island Railway,,0.318,0.318,1/1/2012, ,Fuel,Non-labor Expense,2012,0.318
New York City Transit,Staten Island Railway,,3.206,3.206,1/1/2012, ,Health and Welfare,Labor Expense,2012,3.206
New York City Transit,Staten Island Railway,,0.389,0.389,1/1/2012, ,Insurance,Non-labor Expense,2012,0.389
New York City Transit,Staten Island Railway,,1.695,1.695,1/1/2012, ,Maintenance and Other Operating Contracts,Non-labor Expense,2012,1.695
New York City Transit,Staten Island Railway,,2.297,2.297,1/1/2012, ,Materials and Supplies,Non-labor Expense,2012,2.297
New York City Transit,Staten Island Railway,,0.794,0.794,1/1/2012, ,OPEB Current Payment,Labor Expense,2012,0.794
New York City Transit,Staten Island Railway,,0.113,0.113,1/1/2012, ,Other Business Expenses,Non-labor Expense,2012,0.113
New York City Transit,Staten Island Railway,,3.107,3.107,1/1/2012, ,Other Fringe Benefits,Labor Expense,2012,3.107
New York City Transit,Staten Island Railway,,1.541,1.541,1/1/2012, ,Overtime,Labor Expense,2012,1.541
New York City Transit,Staten Island Railway,,0,0,1/1/2012, ,Paratransit Service Contracts,Non-labor Expense,2012,0
New York City Transit,Staten Island Railway,,17.432,17.432,1/1/2012, ,Payroll,Labor Expense,2012,17.432
New York City Transit,Staten Island Railway,,4.9,4.9,1/1/2012, ,Pensions,Labor Expense,2012,4.9
New York City Transit,Staten Island Railway,,0.7,0.7,1/1/2012, ,Professional Service Contracts,Non-labor Expense,2012,0.7
New York City Transit,Staten Island Railway,,0,0,1/1/2012, ,Reimbursable Overhead,Labor Expense,2012,0
New York City Transit,Staten Island Railway,,0,0,1/1/2012, ,Total SIRTOA Debt Service,Debt Service,2012,0
New York City Transit,Staten Island Railway,,0.014,0.014,1/1/2013, ,Claims,Non-labor Expense,2013,0.014
New York City Transit,Staten Island Railway,,3.957,3.957,1/1/2013, ,Electric Power,Non-labor Expense,2013,3.957
New York City Transit,Staten Island Railway,,0.334,0.334,1/1/2013, ,Fuel,Non-labor Expense,2013,0.334
New York City Transit,Staten Island Railway,,3.005,3.005,1/1/2013, ,Health and Welfare,Labor Expense,2013,3.005
New York City Transit,Staten Island Railway,,0.588,0.588,1/1/2013, ,Insurance,Non-labor Expense,2013,0.588
New York City Transit,Staten Island Railway,,0.869,0.869,1/1/2013, ,Maintenance and Other Operating Contracts,Non-labor Expense,2013,0.869
New York City Transit,Staten Island Railway,,2.295,2.295,1/1/2013, ,Materials and Supplies,Non-labor Expense,2013,2.295
New York City Transit,Staten Island Railway,,1.745,1.745,1/1/2013, ,OPEB Current Payment,Labor Expense,2013,1.745
New York City Transit,Staten Island Railway,,0.592,0.592,1/1/2013, ,Other Business Expenses,Non-labor Expense,2013,0.592
New York City Transit,Staten Island Railway,,4.322,4.322,1/1/2013, ,Other Fringe Benefits,Labor Expense,2013,4.322
New York City Transit,Staten Island Railway,,2.369,2.369,1/1/2013, ,Overtime,Labor Expense,2013,2.369
New York City Transit,Staten Island Railway,,0,0,1/1/2013, ,Paratransit Service Contracts,Non-labor Expense,2013,0
New York City Transit,Staten Island Railway,,17.149,17.149,1/1/2013, ,Payroll,Labor Expense,2013,17.149
New York City Transit,Staten Island Railway,,5.832,5.832,1/1/2013, ,Pensions,Labor Expense,2013,5.832
New York City Transit,Staten Island Railway,,0.731,0.731,1/1/2013, ,Professional Service Contracts,Non-labor Expense,2013,0.731
New York City Transit,Staten Island Railway,,-0.954,-0.954,1/1/2013, ,Reimbursable Overhead,Labor Expense,2013,-0.954
New York City Transit,Staten Island Railway,,0,0,1/1/2013, ,Total SIRTOA Debt Service,Debt Service,2013,0
New York City Transit,Staten Island Railway,,0.283,0.283,1/1/2014, ,Claims,Non-labor Expense,2014,0.283
New York City Transit,Staten Island Railway,,4.244,4.244,1/1/2014, ,Electric Power,Non-labor Expense,2014,4.244
New York City Transit,Staten Island Railway,,0.342,0.342,1/1/2014, ,Fuel,Non-labor Expense,2014,0.342
New York City Transit,Staten Island Railway,,4.296,4.296,1/1/2014, ,Health and Welfare,Labor Expense,2014,4.296
New York City Transit,Staten Island Railway,,1.594,1.594,1/1/2014, ,Insurance,Non-labor Expense,2014,1.594
New York City Transit,Staten Island Railway,,0.833,0.833,1/1/2014, ,Maintenance and Other Operating Contracts,Non-labor Expense,2014,0.833
New York City Transit,Staten Island Railway,,1.766,1.766,1/1/2014, ,Materials and Supplies,Non-labor Expense,2014,1.766
New York City Transit,Staten Island Railway,,1.094,1.094,1/1/2014, ,OPEB Current Payment,Labor Expense,2014,1.094
New York City Transit,Staten Island Railway,,0.21,0.21,1/1/2014, ,Other Business Expenses,Non-labor Expense,2014,0.21
New York City Transit,Staten Island Railway,,5.417,5.417,1/1/2014, ,Other Fringe Benefits,Labor Expense,2014,5.417
New York City Transit,Staten Island Railway,,3.156,3.156,1/1/2014, ,Overtime,Labor Expense,2014,3.156
New York City Transit,Staten Island Railway,,0,0,1/1/2014, ,Paratransit Service Contracts,Non-labor Expense,2014,0
New York City Transit,Staten Island Railway,,20.011,20.011,1/1/2014, ,Payroll,Labor Expense,2014,20.011
New York City Transit,Staten Island Railway,,5.865,5.865,1/1/2014, ,Pensions,Labor Expense,2014,5.865
New York City Transit,Staten Island Railway,,1.247,1.247,1/1/2014, ,Professional Service Contracts,Non-labor Expense,2014,1.247
New York City Transit,Staten Island Railway,,-0.514,-0.514,1/1/2014, ,Reimbursable Overhead,Labor Expense,2014,-0.514
New York City Transit,Staten Island Railway,,0.124,0.124,1/1/2014, ,Total SIRTOA Debt Service,Debt Service,2014,0.124
New York City Transit,Staten Island Railway,,1.212,1.212,1/1/2015, ,Claims,Non-labor Expense,2015,1.212
New York City Transit,Staten Island Railway,,3.837,3.837,1/1/2015, ,Electric Power,Non-labor Expense,2015,3.837
New York City Transit,Staten Island Railway,,0.282,0.282,1/1/2015, ,Fuel,Non-labor Expense,2015,0.282
New York City Transit,Staten Island Railway,,4.264,4.264,1/1/2015, ,Health and Welfare,Labor Expense,2015,4.264
New York City Transit,Staten Island Railway,,1.566,1.566,1/1/2015, ,Insurance,Non-labor Expense,2015,1.566
New York City Transit,Staten Island Railway,,1.129,1.129,1/1/2015, ,Maintenance and Other Operating Contracts,Non-labor Expense,2015,1.129
New York City Transit,Staten Island Railway,,1.945,1.945,1/1/2015, ,Materials and Supplies,Non-labor Expense,2015,1.945
New York City Transit,Staten Island Railway,,1.463,1.463,1/1/2015, ,OPEB Current Payment,Labor Expense,2015,1.463
New York City Transit,Staten Island Railway,,0.182,0.182,1/1/2015, ,Other Business Expenses,Non-labor Expense,2015,0.182
New York City Transit,Staten Island Railway,,3.995,3.995,1/1/2015, ,Other Fringe Benefits,Labor Expense,2015,3.995
New York City Transit,Staten Island Railway,,2.725,2.725,1/1/2015, ,Overtime,Labor Expense,2015,2.725
New York City Transit,Staten Island Railway,,0,0,1/1/2015, ,Paratransit Service Contracts,Non-labor Expense,2015,0
New York City Transit,Staten Island Railway,,22.407,22.407,1/1/2015, ,Payroll,Labor Expense,2015,22.407
New York City Transit,Staten Island Railway,,6,6,1/1/2015, ,Pensions,Labor Expense,2015,6
New York City Transit,Staten Island Railway,,0.623,0.623,1/1/2015, ,Professional Service Contracts,Non-labor Expense,2015,0.623
New York City Transit,Staten Island Railway,,-1.591,-1.591,1/1/2015, ,Reimbursable Overhead,Labor Expense,2015,-1.591
New York City Transit,Staten Island Railway,,0.707,0.707,1/1/2015, ,Total SIRTOA Debt Service,Debt Service,2015,0.707
New York City Transit,Staten Island Railway,,0.475,0.475,1/1/2016, ,Claims,Non-labor Expense,2016,0.475
New York City Transit,Staten Island Railway,,3.381,3.381,1/1/2016, ,Electric Power,Non-labor Expense,2016,3.381
New York City Transit,Staten Island Railway,,0.179,0.179,1/1/2016, ,Fuel,Non-labor Expense,2016,0.179
New York City Transit,Staten Island Railway,,5.291,5.291,1/1/2016, ,Health and Welfare,Labor Expense,2016,5.291
New York City Transit,Staten Island Railway,,1.307,1.307,1/1/2016, ,Insurance,Non-labor Expense,2016,1.307
New York City Transit,Staten Island Railway,,14.044,14.044,1/1/2016, ,Maintenance and Other Operating Contracts,Non-labor Expense,2016,14.044
New York City Transit,Staten Island Railway,,2.433,2.433,1/1/2016, ,Materials and Supplies,Non-labor Expense,2016,2.433
New York City Transit,Staten Island Railway,,2.215,2.215,1/1/2016, ,OPEB Current Payment,Labor Expense,2016,2.215
New York City Transit,Staten Island Railway,,0.149,0.149,1/1/2016, ,Other Business Expenses,Non-labor Expense,2016,0.149
New York City Transit,Staten Island Railway,,5.848,5.848,1/1/2016, ,Other Fringe Benefits,Labor Expense,2016,5.848
New York City Transit,Staten Island Railway,,2.686,2.686,1/1/2016, ,Overtime,Labor Expense,2016,2.686
New York City Transit,Staten Island Railway,,0,0,1/1/2016, ,Paratransit Service Contracts,Non-labor Expense,2016,0
New York City Transit,Staten Island Railway,,21.409,21.409,1/1/2016, ,Payroll,Labor Expense,2016,21.409
New York City Transit,Staten Island Railway,,5.885,5.885,1/1/2016, ,Pensions,Labor Expense,2016,5.885
New York City Transit,Staten Island Railway,,0.762,0.762,1/1/2016, ,Professional Service Contracts,Non-labor Expense,2016,0.762
New York City Transit,Staten Island Railway,,-2.119,-2.119,1/1/2016, ,Reimbursable Overhead,Labor Expense,2016,-2.119
New York City Transit,Staten Island Railway,,0.889,0.889,1/1/2016, ,Total SIRTOA Debt Service,Debt Service,2016,0.889
New York City Transit,Staten Island Railway,,0.695,0.695,1/1/2017, ,Claims,Non-labor Expense,2017,0.695
New York City Transit,Staten Island Railway,,3.809,3.809,1/1/2017, ,Electric Power,Non-labor Expense,2017,3.809
New York City Transit,Staten Island Railway,,0.182,0.182,1/1/2017, ,Fuel,Non-labor Expense,2017,0.182
New York City Transit,Staten Island Railway,,4.267,4.267,1/1/2017, ,Health and Welfare,Labor Expense,2017,4.267
New York City Transit,Staten Island Railway,,1.156,1.156,1/1/2017, ,Insurance,Non-labor Expense,2017,1.156
New York City Transit,Staten Island Railway,,14.853,14.853,1/1/2017, ,Maintenance and Other Operating Contracts,Non-labor Expense,2017,14.853
New York City Transit,Staten Island Railway,,2.917,2.917,1/1/2017, ,Materials and Supplies,Non-labor Expense,2017,2.917
New York City Transit,Staten Island Railway,,2.582,2.582,1/1/2017, ,OPEB Current Payment,Labor Expense,2017,2.582
New York City Transit,Staten Island Railway,,0.317,0.317,1/1/2017, ,Other Business Expenses,Non-labor Expense,2017,0.317
New York City Transit,Staten Island Railway,,7.707,7.707,1/1/2017, ,Other Fringe Benefits,Labor Expense,2017,7.707
New York City Transit,Staten Island Railway,,3.881,3.881,1/1/2017, ,Overtime,Labor Expense,2017,3.881
New York City Transit,Staten Island Railway,,0,0,1/1/2017, ,Paratransit Service Contracts,Non-labor Expense,2017,0
New York City Transit,Staten Island Railway,,22.396,22.396,1/1/2017, ,Payroll,Labor Expense,2017,22.396
New York City Transit,Staten Island Railway,,6.132,6.132,1/1/2017, ,Pensions,Labor Expense,2017,6.132
New York City Transit,Staten Island Railway,,1.001,1.001,1/1/2017, ,Professional Service Contracts,Non-labor Expense,2017,1.001
New York City Transit,Staten Island Railway,,-1.376,-1.376,1/1/2017, ,Reimbursable Overhead,Labor Expense,2017,-1.376
New York City Transit,Staten Island Railway,,0.545,0.545,1/1/2017, ,Total SIRTOA Debt Service,Debt Service,2017,0.545
New York City Transit,Staten Island Railway,Mid-year forecast,1.204,1.204,1/1/2018, ,Claims,Non-labor Expense,2018,1.204
New York City Transit,Staten Island Railway,Mid-year forecast,4.375,4.375,1/1/2018, ,Electric Power,Non-labor Expense,2018,4.375
New York City Transit,Staten Island Railway,Mid-year forecast,0.292,0.292,1/1/2018, ,Fuel,Non-labor Expense,2018,0.292
New York City Transit,Staten Island Railway,Mid-year forecast,5.731,5.731,1/1/2018, ,Health and Welfare,Labor Expense,2018,5.731
New York City Transit,Staten Island Railway,Mid-year forecast,1.058,1.058,1/1/2018, ,Insurance,Non-labor Expense,2018,1.058
New York City Transit,Staten Island Railway,Mid-year forecast,0.825,0.825,1/1/2018, ,Maintenance and Other Operating Contracts,Non-labor Expense,2018,0.825
New York City Transit,Staten Island Railway,Mid-year forecast,3.072,3.072,1/1/2018, ,Materials and Supplies,Non-labor Expense,2018,3.072
New York City Transit,Staten Island Railway,Mid-year forecast,2.544,2.544,1/1/2018, ,OPEB Current Payment,Labor Expense,2018,2.544
New York City Transit,Staten Island Railway,Mid-year forecast,0.405,0.405,1/1/2018, ,Other Business Expenses,Non-labor Expense,2018,0.405
New York City Transit,Staten Island Railway,Mid-year forecast,4.714,4.714,1/1/2018, ,Other Fringe Benefits,Labor Expense,2018,4.714
New York City Transit,Staten Island Railway,Mid-year forecast,3.509,3.509,1/1/2018, ,Overtime,Labor Expense,2018,3.509
New York City Transit,Staten Island Railway,Mid-year forecast,0,0,1/1/2018, ,Paratransit Service Contracts,Non-labor Expense,2018,0
New York City Transit,Staten Island Railway,Mid-year forecast,24.407,24.407,1/1/2018, ,Payroll,Labor Expense,2018,24.407
New York City Transit,Staten Island Railway,Mid-year forecast,7.876,7.876,1/1/2018, ,Pensions,Labor Expense,2018,7.876
New York City Transit,Staten Island Railway,Mid-year forecast,0.962,0.962,1/1/2018, ,Professional Service Contracts,Non-labor Expense,2018,0.962
