Business Line (group),Business Line,Date Prefix,Expense Type Note,Adjustments Outcome,No-Adjustments Value,Date,Description1,Revenue and Expense Type,Year,Value
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",184.366,184.366,1/1/2015,Claims,Non-labor Expense,2015,184.366
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",286.555,286.555,1/1/2015,Electric Power,Non-labor Expense,2015,286.555
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",101.575,101.575,1/1/2015,Fuel,Non-labor Expense,2015,101.575
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",741.052,741.052,1/1/2015,Health and Welfare,Labor Expense,2015,741.052
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",72.444,72.444,1/1/2015,Insurance,Non-labor Expense,2015,72.444
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",196.382,196.382,1/1/2015,Maintenance and Other Operating Contracts,Non-labor Expense,2015,196.382
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",289.716,289.716,1/1/2015,Materials and Supplies,Non-labor Expense,2015,289.716
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",371.23,371.23,1/1/2015,OPEB Current Payment,Labor Expense,2015,371.23
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",85.973,85.973,1/1/2015,Other Business Expenses,Non-labor Expense,2015,85.973
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",511.677,511.677,1/1/2015,Other Fringe Benefits,Labor Expense,2015,511.677
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",458.579,458.579,1/1/2015,Overtime,Labor Expense,2015,458.579
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",379.271,379.271,1/1/2015,Paratransit Service Contracts,Non-labor Expense,2015,379.271
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",3075.994,3075.994,1/1/2015,Payroll,Labor Expense,2015,3075.994
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",867.658,867.658,1/1/2015,Pensions,Labor Expense,2015,867.658
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",93.673,93.673,1/1/2015,Professional Service Contracts,Non-labor Expense,2015,93.673
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-240.904,-240.904,1/1/2015,Reimbursable Overhead,Labor Expense,2015,-240.904
New York City Transit,New York City Transit,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",1443.67,1443.67,1/1/2015,Total NYCT Debt Service,Debt Service,2015,1443.67
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",251.372,251.372,1/1/2016,Claims,Non-labor Expense,2016,251.372
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",250.256,250.256,1/1/2016,Electric Power,Non-labor Expense,2016,250.256
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",78.076,78.076,1/1/2016,Fuel,Non-labor Expense,2016,78.076
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",829.974,829.974,1/1/2016,Health and Welfare,Labor Expense,2016,829.974
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",73.427,73.427,1/1/2016,Insurance,Non-labor Expense,2016,73.427
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",222.509,222.509,1/1/2016,Maintenance and Other Operating Contracts,Non-labor Expense,2016,222.509
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",311.86,311.86,1/1/2016,Materials and Supplies,Non-labor Expense,2016,311.86
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",420.715,420.715,1/1/2016,OPEB Current Payment,Labor Expense,2016,420.715
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",79.921,79.921,1/1/2016,Other Business Expenses,Non-labor Expense,2016,79.921
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",591.545,591.545,1/1/2016,Other Fringe Benefits,Labor Expense,2016,591.545
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",464.337,464.337,1/1/2016,Overtime,Labor Expense,2016,464.337
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",383.704,383.704,1/1/2016,Paratransit Service Contracts,Non-labor Expense,2016,383.704
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",3168.098,3168.098,1/1/2016,Payroll,Labor Expense,2016,3168.098
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",984.192,984.192,1/1/2016,Pensions,Labor Expense,2016,984.192
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",134.344,134.344,1/1/2016,Professional Service Contracts,Non-labor Expense,2016,134.344
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-262.84,-262.84,1/1/2016,Reimbursable Overhead,Labor Expense,2016,-262.84
New York City Transit,New York City Transit,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",1482.098,1482.098,1/1/2016,Total NYCT Debt Service,Debt Service,2016,1482.098
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",278.671,278.671,1/1/2017,Claims,Non-labor Expense,2017,278.671
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",265.304,265.304,1/1/2017,Electric Power,Non-labor Expense,2017,265.304
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",95.44,95.44,1/1/2017,Fuel,Non-labor Expense,2017,95.44
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",860.115,860.115,1/1/2017,Health and Welfare,Labor Expense,2017,860.115
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",72.101,72.101,1/1/2017,Insurance,Non-labor Expense,2017,72.101
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",245.875,245.875,1/1/2017,Maintenance and Other Operating Contracts,Non-labor Expense,2017,245.875
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",319.469,319.469,1/1/2017,Materials and Supplies,Non-labor Expense,2017,319.469
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",413.712,413.712,1/1/2017,OPEB Current Payment,Labor Expense,2017,413.712
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",82.909,82.909,1/1/2017,Other Business Expenses,Non-labor Expense,2017,82.909
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",409.671,409.671,1/1/2017,Other Fringe Benefits,Labor Expense,2017,409.671
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",592.05,592.05,1/1/2017,Overtime,Labor Expense,2017,592.05
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",392.849,392.849,1/1/2017,Paratransit Service Contracts,Non-labor Expense,2017,392.849
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",3308.713,3308.713,1/1/2017,Payroll,Labor Expense,2017,3308.713
